Isco_Level_2,Isco_Level_2_preferredLabel,PIAAC_QuestionId,PIAAC_QuestionDescription,ESCOskill
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",think positively
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",think proactively
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",think strategically
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",thinking creatively
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",thinking proactively
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",use conceptual thinking
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",use conceptual thinking techniques
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",use imagination
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",visualise completed project
11,"chief executives, senior officials and legislators",F_Q05a,"The next question is about ""problem solving"" tasks you do in your job. Think of ""problem solving"" as what happens when you are faced with a new or difficult situation which requires you to think for a while about what to do next. How often are you usually faced by relatively simple problems that take no more than 5 minutes to find a good solution?",visualise completed work
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,carry out mail activities
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,deal with mail
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,deal with parcels
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,execute mail activities
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,handle mail
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,handle parcels
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,perform mail activities
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,undertake mail activities
11,"chief executives, senior officials and legislators",G_Q01b,read letters memos or e-mails?,work with mail
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,allocate bill
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,allocate bills
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,allocating bills
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,analyse business risk
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,analyse economic risk
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,analyse financial risk
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,analyse monetary risk
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,business analysis
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,commercial analysis
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,dispense bills
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,economic analysis
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,economic audit
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,financial analysis
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,financial statement
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,financial statements
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,fiscal analysis
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,fiscal audit
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,issue bills
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,records of financial activities
11,"chief executives, senior officials and legislators",G_Q01g,read bills invoices bank statements or other financial statements?,statements on finances
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,circuit blueprints
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,circuit diagrams
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,circuit schematics
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,diagrams of circuits
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,electrical circuit diagrams
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,electrical diagrams
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,electronic schematics
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,electronics schematics
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,elementary diagrams
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,interpret engineering drawings
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,peruse engineering drawings
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,read an engineering drawing
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,read engineering drawings
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,read of engineering drawings
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,reading engineering drawings
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,study engineering drawings
11,"chief executives, senior officials and legislators",G_Q01h,read diagrams maps or schematics?,view engineering drawings
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,carry out mail activities
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,deal with mail
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,deal with parcels
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,execute mail activities
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,handle mail
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,handle parcels
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,perform mail activities
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,undertake mail activities
11,"chief executives, senior officials and legislators",G_Q02a,write letters memos or e-mails?,work with mail
11,"chief executives, senior officials and legislators",G_Q03b,calculate prices costs or budgets?,manage budgets
11,"chief executives, senior officials and legislators",G_Q03b,calculate prices costs or budgets?,
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,apply mathematical calculations in work activities
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,make arithmetical calculations
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,make complex numerical calculations
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,make mathematical calculations
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,make numeric calculations
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,make numerical calculations
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,perform numerical calculations
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,resolve problems using mathematical principles
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,undertake mathematical calculations as part of work processes
11,"chief executives, senior officials and legislators",G_Q03c,use or calculate fractions decimals or percentages?,utilise mathematical principles
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Ability Office Spreadsheet
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Accel Spreadsheet
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Calligra Sheets
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,CellPro
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Corel Calculate
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,DhtmlxSpreadsheet
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Dolphinity Planner
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Gnumeric
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Google Sheets
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Household Budget Worksheet
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,IBM Lotus Symphony Spreadsheets
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Kingsoft Spreadsheet
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,LibreOffice Calc
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Lotus 1-2-3
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Lotus Improv
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Microsoft Office Excel
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Myrtle
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,OOo4Kids Calc
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,OxygenOffice Professional Calc
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,PlanMaker
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,QT Calc Express
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Quantrix Modeler
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,ResolverOne
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Sheetster
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Simple Spreadsheet
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Sphygmic Software Spreadsheet
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,ThinkFree Office Calc
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,Zoho Sheet
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,design spreadsheets
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,use spreadsheets program
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,use spreadsheets software
11,"chief executives, senior officials and legislators",G_Q03d,use a calculator - either hand-held or computer based?,wikiCalc
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,carry out work activities using spreadsheets
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,conduct work activities using spreadsheets
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,employ spreadsheets
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,perform work activities utilising spreadsheets
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,record information in spreadsheets
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,store information and data in spreadsheets
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,use spreadsheet documents
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,use spreadsheets
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,utilise spreadsheet documents
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,utilise spreadsheets
11,"chief executives, senior officials and legislators",G_Q03g,use simple algebra or formulas?,work with spreadsheets
11,"chief executives, senior officials and legislators",G_Q03h,use more advanced math or statistics such as calculus complex algebra trigonometry or use of regression techniques?,execute analytical mathematical calculations
11,"chief executives, senior officials and legislators",G_Q03h,use more advanced math or statistics such as calculus complex algebra trigonometry or use of regression techniques?,
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,Ability Office Spreadsheet
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,Accel Spreadsheet
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,Calligra Sheets
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,CellPro
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,Corel Calculate
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,DhtmlxSpreadsheet
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,Dolphinity Planner
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,Gnumeric
11,"chief executives, senior officials and legislators",G_Q04,you use a computer in your job?,Google Sheets
